Condition,Item,ItemNum,List,Order,RT,Response,Likely_intended_production,Likely_Intended_Production_Split,Words_in_Intended_Production,Form_of_Intended_Production,Subject_is_Well_Formed,Verb_is_Well_Formed,Post-Verb_is_Well_Formed,Target,target_subj_noun,target_verb,target_obj_noun,target_other,Run,SubjID,TrialNumber,TrialOnset
SPROD,3672940355.jpg,12,1,12,0,a girl is kicking a ball,a girl is kicking a ball,a girl /is kicking/ a ball,2+,Subject and Tensed Gerund Verb Well Formed,1,1,1,A young girl is kicking a ball.,girl,kicking,ball,outside/yard/grass,6,FED_20200130d_3T2,32,195
SPROD,6303184938.jpg,58,1,12,0,a guy is looking through a mciroscope,a guy is looking through a mciroscope,a guy/ is looking/ through a mciroscope,2+,Subject and Tensed Gerund Verb Well Formed,1,1,1,A man is looking through a microscope.,man,looking,microscope,,6,FED_20200130d_3T2,33,202
SPROD,7188003.jpg,51,1,12,0,a person isskiing,a person is skiing,a person/ is skiing/,2+,Subject and Tensed Gerund Verb Well Formed,1,1,NA,A person is skiing down a steep slope.,person,skiing,slope,,6,FED_20200130d_3T2,34,209
SPROD,3672940355.jpg,12,1,8,0,NALL,ball,ball,1,Noun,NA,NA,NA,A young girl is kicking a ball.,girl,kicking,ball,outside/yard/grass,2,FED_20191204b_3T2,2,14
SPROD,5220880759.jpg,16,1,8,0,SHOWISHOWEIRNG,showerinng,showerinng,1,Gerund,NA,0,NA,A man is taking a shower.,man,taking,shower,,2,FED_20191204b_3T2,3,21
SPROD,5543900069.jpg,40,1,8,0,HAIR BNLOWING,hair blowing,hair /blowing/,2+,"Subject and Gerund ""Newspaper Syntax""",NA,0,NA,A woman is blowdrying her hair.,woman,blowdrying,hair,,2,FED_20191204b_3T2,4,28
SPROD,29850055.jpg,50,1,8,0,PLAYOMG OM SAMD,playing in sand,/playing/ in sand,2+,"Subject-less Gerund Phrase ""Newspaper Headline Syntax"" Object",NA,0,0,A (little/young) boy is playing in the sand.,boy,playing,,sand,2,FED_20191204b_3T2,5,35
SPROD,7819772858.jpg,52,1,8,0,SURFING,surfing,surfing,1,Gerund,NA,0,NA,A man is surfing.,man,surfing,,wave/surfboard,2,FED_20191204b_3T2,47,260
SPROD,6110845331.jpg,24,1,8,0,PAINTING,painting,painting,1,Gerund,NA,0,NA,A girl is coloring with crayons (on the floor?).,girl,coloring,,crayons/floor,2,FED_20191204b_3T2,48,267
SPROD,6845394024.jpg,7,1,8,0,BRUSHING TEETH,brushing teeth,/brushing/ teeth,2+,"Subject-less Gerund Phrase ""Newspaper Headline Syntax"" Object",NA,0,0,A (young) boy is brushing his teeth.,boy,brushing,teeth,,2,FED_20191204b_3T2,49,274
SPROD,4621100791.jpg,5,1,8,0,SLEEPING,sleeping,sleeping,1,Gerund,NA,0,NA,A man is sleeping on a chair/bench (outside).,man,sleeping,bench,outside,2,FED_20191204b_3T2,50,281
SPROD,4621100791.jpg,5,1,2,0,MASN DSLEEPING ON VHSIT\,man sleeping on bench,man/ sleeping/ on bench,2+,"Subject and Gerund ""Newspaper Syntax""",0,0,0,A man is sleeping on a chair/bench (outside).,man,sleeping,bench,outside,5,FED_20200205b_3T2,22,116
SPROD,126594141.jpg,26,1,2,0,MWOMAN TYINGH CVLEATS,woman tying cleats,woman /tying /cleats,2+,"Subject and Gerund ""Newspaper Syntax""",0,0,0,A woman is tying her shoe (on a soccer field).,woman,tying,shoe,field,5,FED_20200205b_3T2,23,123
SPROD,2667549961.jpg,10,1,2,0,BABY CRAWLING RTOARF BITTLE\,baby crawling towards bottle,baby /crawling /towards bottle,2+,"Subject and Gerund ""Newspaper Syntax""",0,0,1,A baby is crawling (on a floor toward a water bottle).,baby,crawling,,floor/bottle,5,FED_20200205b_3T2,24,130
SPROD,41999070.jpg,46,1,2,0,FIGHDS IN A OIND,dogs in a pond,dogs// in a pond,2+,Noun Phrase,1,NA,1,A group of dogs are playing in a fountain/pool.,group,playing,,fountain/pool/water,5,FED_20200205b_3T2,25,137
SPROD,5534793306.jpg,48,1,2,0,MAAN PAINTING,man painting,man /painting/,2+,"Subject and Gerund ""Newspaper Syntax""",0,0,NA,A man is painting a column (on a ladder).,man,painting,column,ladder,5,FED_20200205b_3T2,27,158
SPROD,5543900069.jpg,40,1,2,0,QIMNAN FRYUNG HAIR,woman drying hair,woman/ drying/ hair,2+,"Subject and Gerund ""Newspaper Syntax""",0,0,0,A woman is blowdrying her hair.,woman,blowdrying,hair,,5,FED_20200205b_3T2,28,165
SPROD,4772785237.jpg,25,1,2,0,MAN SQWWOUFG SRREEET,man sweeping street,man/ sweeping/ street,2+,"Subject and Gerund ""Newspaper Syntax""",0,0,0,A man is sweeping the sidewalk.,man,sweeping,sidewalk,,5,FED_20200205b_3T2,29,172
SPROD,4678843953.jpg,32,1,2,0,MAN JUGGLING AXE,man juggling axe,man /juggling/ axe,2+,"Subject and Gerund ""Newspaper Syntax""",0,0,0,A man is throwing an axe.,man,throwing,axe,,5,FED_20200205b_3T2,30,179
SPROD,6160193920.jpg,90,2,10,0,LAUGHING,laughing,laughing,1,Gerund,NA,0,NA,A woman is smiling/laughing.,woman,smiling/laughing,,,2,FED_20191120d_3T2,10,58
SPROD,8088804992.jpg,115,2,10,0,RUNNIUNG,running,running,1,Gerund,NA,0,NA,A woman is jogging/running.,woman,jogging/running,,outside,2,FED_20191120d_3T2,11,65
SPROD,5326507136.jpg,95,2,10,0,PAINTING NAILS,painting nails,/painting/ nails,2+,"Subject-less Gerund Phrase ""Newspaper Headline Syntax"" Object",NA,0,0,A woman is painting her nails.,woman,painting,nails,,2,FED_20191120d_3T2,12,72
SPROD,4400746838.jpg,71,2,10,0,STRESSED,stressed,stressed,1,Adjective,NA,NA,NA,A young girl is covering her eyes.,girl,covering,eyes,hand,2,FED_20191120d_3T2,13,79
SPROD,4633221176.jpg,110,2,10,0,xeyinf,crying,crying,1,Gerund,NA,0,NA,A baby is crying.,baby,crying,,,2,FED_20191120d_3T2,39,216
SPROD,281706216.jpg,67,2,10,0,digging,digging,digging,1,Gerund,NA,0,NA,A man is digging a hole.,man,digging,hole,,2,FED_20191120d_3T2,40,223
SPROD,6094931376.jpg,100,2,10,0,painting,painting,painting,1,Gerund,NA,0,NA,A group of people are hiking (up a mountain/trail).,group,hiking,,mountain/trail,2,FED_20191120d_3T2,41,230
SPROD,5565536413.jpg,126,2,10,0,hiking,hiking,hiking,1,Gerund,NA,0,NA,A man is painting a mural.,man,painting,mural,door,2,FED_20191120d_3T2,42,237
SPROD,4121133646.jpg,45,1,5,0,a kid is looking at rock with magnifying glass,a kid is looking at rock with magnifying glass,a kid /is looking/ at rock with magnifying glass,2+,"Subject and Tensed Gerund Verb ""Newspaper Syntax""",1,1,1,A boy is using a magnifying glass to look at a rock.,boy,using,magnifying glass,rock,5,FED_20200205a_3T2,10,58
SPROD,7188003.jpg,51,1,5,0,a person is skiing downhill,a person is skiing downhill,a person /is skiing /downhill,2+,Subject and Tensed Gerund Verb Well Formed,1,1,1,A person is skiing down a steep slope.,person,skiing,slope,,5,FED_20200205a_3T2,11,65
SPROD,6681702227.jpg,33,1,5,0,a womann is cutting a mans hair,a woman is cutting a man's hair,a woman /is cutting/ a man's hair,2+,Subject and Tensed Gerund Verb Well Formed,1,1,1,A woman is cutting a man's hair.,woman,cutting,hair,man/haircut,5,FED_20200205a_3T2,12,72
SPROD,41999070.jpg,46,1,5,0,dogs are playing ijn a pool,dogs are playing in a pool,dogs /are playing/ in a pool,2+,Subject and Tensed Gerund Verb Well Formed,1,1,1,A group of dogs are playing in a fountain/pool.,group,playing,,fountain/pool/water,5,FED_20200205a_3T2,13,79
SPROD,6939434967.jpg,55,1,5,0,girlsare playing jumprope,girls are playing jump rope,girls /are playing/ jump rope,2+,Subject and Tensed Gerund Verb Well Formed,1,1,1,Three girls are playing jump rope.,girls,playing,jump rope,,5,FED_20200205a_3T2,39,216
SPROD,5584269779.jpg,57,1,5,0,a person is riding a horse,a person is riding a horse,a person/ is riding/ a horse,2+,Subject and Tensed Gerund Verb Well Formed,1,1,1,A woman is riding a horse.,woman,riding,horse,,5,FED_20200205a_3T2,40,223
SPROD,6882674785.jpg,20,1,5,0,a girl is blowing bubbles,a girl is blowing bubbles,a girl /is blowing/ bubbles,2+,Subject and Tensed Gerund Verb Well Formed,1,1,1,A little girl is blowing bubbles.,girl,blowing,bubbles,,5,FED_20200205a_3T2,41,230
SPROD,6225280494.jpg,9,1,5,0,a person is jumping ah urdle on track,a person is jumping a hurdle on track,a person/ is jumping/ a hurdle on track,2+,"Subject and Tensed Gerund Verb ""Newspaper Syntax""",1,1,0,A man is jumping over a hurdle.,man,jumping,,hurdle,5,FED_20200205a_3T2,42,237
SPROD,6552971469.jpg,102,2,10,0,c0jrt,choir,choir,1,Noun,NA,NA,NA,A choir is singing.,choir,singing,,,4,FED_20200130c_3T2,10,58
SPROD,7348289414.jpg,108,2,10,0,eaatr9jfg ah a00ot,eating an apple,/eating /an apple,2+,Subject-less Gerund Verb Phrase With Grammatically Well-Formed Object,NA,0,1,A (young) child is eating an apple.,child,eating,apple,,4,FED_20200130c_3T2,11,65
SPROD,3660826540.jpg,99,2,10,0,-09jt9jg,pointing,pointing,1,Gerund,NA,0,NA,A little boy is pointing at something.,boy,pointing,,something,4,FED_20200130c_3T2,12,72
SPROD,7119846943.jpg,75,2,10,0,u8pa 00-9jg,hula-hooping,hula-hooping,1,Gerund,NA,0,NA,A girl is hula-hooping.,girl,hula-hooping,,,4,FED_20200130c_3T2,13,79
SPROD,4986581949.jpg,81,2,10,0,0j tye s8c7a9,on the subway,//on the subway,2+,Noun Phrase,NA,NA,1,A woman is sitting on the subway.,woman,sitting,subway,,4,FED_20200130c_3T2,39,216
SPROD,3652094744.jpg,65,2,10,0,ware9jf a 0oaht,watering a plant,/watering /a plant,2+,Subject-less Gerund Verb Phrase With Grammatically Well-Formed Object,NA,0,1,A (little) boy is watering a plant.,boy,watering,plant,,4,FED_20200130c_3T2,40,223
SPROD,4390269250.jpg,104,2,10,0,ear8hfg a sreahet,eating a strawberry,/eating/ a strawberry,2+,Subject-less Gerund Verb Phrase With Grammatically Well-Formed Object,NA,0,1,A (little) girl is eating a strawberry.,girl,eating,strawberry,,4,FED_20200130c_3T2,41,230
SPROD,4715971264.jpg,88,2,10,0,u8ffp9jg,juggling,juggling,1,Gerund,NA,0,NA,A (young) man is juggling (three balls).,man,juggling,balls,,4,FED_20200130c_3T2,42,237
SPROD,7188003.jpg,51,1,3,0,,??,??,Unknown,Unknown,Unknown,Unknown,Unknown,A person is skiing down a steep slope.,person,skiing,slope,,4,FED_20200205b_3T2,18,102
SPROD,55903788.jpg,2,1,3,0,NYIFJOMJ HOY;F JDOY,??,??,Unknown,Unknown,Unknown,Unknown,Unknown,A woman brushes another woman's hair.,woman,brushes,hair,woman,4,FED_20200205b_3T2,19,109
SPROD,7028846053.jpg,42,1,3,0,"EP,DM TDUYOMJ MPPG;TF",woman eating noodles,woman /eating /noodles,2+,"Subject and Gerund ""Newspaper Syntax""",0,0,1,A woman is eating noodles (from a bowl).,woman,eating,noodles,bowl/chopsticks,4,FED_20200205b_3T2,20,116
SPROD,325742196.jpg,4,1,3,0,HOT; [;DOUOMJ ROUJ UPIF,??,??,Unknown,Unknown,Unknown,Unknown,Unknown,A little girl is playing with dolls/toys.,girl,playing,toys/dolls,,4,FED_20200205b_3T2,21,123
SPROD,4696829163.jpg,54,1,3,0,NOT JOLFINH IVE VREAM\,??,??,Unknown,Unknown,Unknown,Unknown,Unknown,A boy is holding up a fish (he caught).,boy,holding,fish,caught,4,FED_20200205b_3T2,31,172
SPROD,807129.jpg,47,1,3,0,",AM [;AIMG F;ITE",man playing flute,man /playing/ flute,2+,"Subject and Gerund ""Newspaper Syntax""",0,0,0,A man is playing the flute.,man,playing/sitting,flute,outside,4,FED_20200205b_3T2,32,179
SPROD,7380263314.jpg,1,1,3,0,FOR; SJPVE; OMG SAMD,girl shoveling sand,girl /shoveling/ sand,2+,"Subject and Gerund ""Newspaper Syntax""",0,0,1,A girl is digging sand at the beach.,girl,digging,sand,beach/shovel,4,FED_20200205b_3T2,33,186
SPROD,5241718422.jpg,19,1,3,0,",AM PM REWAD,ILL",man on treadmill,man //on treadmill,2+,Noun Phrase,0,NA,0,A man is running on a treadmill.,man,running,,treadmill,4,FED_20200205b_3T2,34,193
SPROD,3672940355.jpg,12,1,6,0,kicking ball,kicking ball,/kicking/ ball,2+,"Subject-less Gerund Phrase ""Newspaper Headline Syntax"" Object",NA,0,0,A young girl is kicking a ball.,girl,kicking,ball,outside/yard/grass,1,FED_20200130b_3T2,6,44
SPROD,6845394024.jpg,7,1,6,0,brushing teeth,brushing teeth,/brushing/ teeth,2+,"Subject-less Gerund Phrase ""Newspaper Headline Syntax"" Object",NA,0,0,A (young) boy is brushing his teeth.,boy,brushing,teeth,,1,FED_20200130b_3T2,7,51
SPROD,5669914204.jpg,13,1,6,0,looking through telecompe,looking through telecompe,/looking/ through telecompe,2+,"Subject-less Gerund Phrase ""Newspaper Headline Syntax"" Object",NA,0,0,A (young) boy is looking through a telescope.,boy,looking,,telescope,1,FED_20200130b_3T2,8,58
SPROD,6225280494.jpg,9,1,6,0,hurdles,hurdles,hurdles,1,Noun,NA,NA,NA,A man is jumping over a hurdle.,man,jumping,,hurdle,1,FED_20200130b_3T2,9,65
SPROD,6882674785.jpg,20,1,6,0,blowing bubbles,blowing bubbles,/blowing/ bubbles,2+,"Subject-less Gerund Phrase ""Newspaper Headline Syntax"" Object",NA,0,1,A little girl is blowing bubbles.,girl,blowing,bubbles,,1,FED_20200130b_3T2,43,230
SPROD,5584269779.jpg,57,1,6,0,riding horse,riding horse,/riding/ horse,2+,"Subject-less Gerund Phrase ""Newspaper Headline Syntax"" Object",NA,0,0,A woman is riding a horse.,woman,riding,horse,,1,FED_20200130b_3T2,44,237
SPROD,4789495327.jpg,31,1,6,0,talking on phone,talking on phone,/talking /on phone,2+,"Subject-less Gerund Phrase ""Newspaper Headline Syntax"" Object",NA,0,0,A woman is talking on a cell phone.,woman,talking,,cell phone,1,FED_20200130b_3T2,45,244
SPROD,4704668708.jpg,15,1,6,0,opening present,opening present,/opening/ present,2+,"Subject-less Gerund Phrase ""Newspaper Headline Syntax"" Object",NA,0,0,A little boy is opening a gift/present.,boy,opening,gift/present,,1,FED_20200130b_3T2,46,251
SPROD,4263999253.jpg,56,1,9,0,SHOVELING,shoveling,shoveling,1,Gerund,NA,0,NA,Two kids are shoveling snow.,kids,shoveling,snow,,3,FED_20191204b_3T2,6,28
SPROD,1414454789.jpg,61,1,9,0,COOKING,cooking,cooking,1,Gerund,NA,0,NA,Chefs are preparing food in a kitchen.,chefs,preparing,food,kitchen,3,FED_20191204b_3T2,7,35
SPROD,6053720349.jpg,11,1,9,0,PLAYING,playing,playing,1,Gerund,NA,0,NA,A baby is sitting in a suitcase.,baby,sitting,,suitcase/luggage,3,FED_20191204b_3T2,8,42
SPROD,126594141.jpg,26,1,9,0,PLAYING SOCCER,playing soccer,/playing /soccer,2+,Subject-less Gerund Verb Phrase With Grammatically Well-Formed Object,NA,0,1,A woman is tying her shoe (on a soccer field).,woman,tying,shoe,field,3,FED_20191204b_3T2,9,49
SPROD,5241718422.jpg,19,1,9,0,A MAN IS RUNNING ON TREADMILL,a man is running on treadmill,a man /is running/ on treadmill,2+,"Subject and Tensed Gerund Verb ""Newspaper Syntax""",1,1,0,A man is running on a treadmill.,man,running,,treadmill,3,FED_20191204b_3T2,43,246
SPROD,4678843953.jpg,32,1,9,0,A MAN IS THROWING AN AXE,a man is throwing an axe,a man/ is throwing/ an axe,2+,Subject and Tensed Gerund Verb Well Formed,1,1,1,A man is throwing an axe.,man,throwing,axe,,3,FED_20191204b_3T2,44,253
SPROD,41999070.jpg,46,1,9,0,\DOGS ARE SWIMMING IN POOL,dogs are swimming in pool,dogs /are swimming/ in pool,2+,"Subject and Tensed Gerund Verb ""Newspaper Syntax""",1,1,0,A group of dogs are playing in a fountain/pool.,group,playing,,fountain/pool/water,3,FED_20191204b_3T2,45,260
SPROD,7188003.jpg,51,1,9,0,A PERSON IS SKIING,a person is skiing,a person /is skiing/,2+,Subject and Tensed Gerund Verb Well Formed,1,1,NA,A person is skiing down a steep slope.,person,skiing,slope,,3,FED_20191204b_3T2,46,267
SPROD,3673032164.jpg,117,2,1,0,"bjf,xmj",??,??,Unknown,Unknown,Unknown,Unknown,Unknown,Two girls are arm-wrestling.,girls,arm-wrestling,,,1,FED_20200213b_3T2,2,14
SPROD,4753970630.jpg,122,2,1,0,";cnkc,e",??,??,Unknown,Unknown,Unknown,Unknown,Unknown,A little girl is jumping into a pool.,girl,jumping,,pool,1,FED_20200213b_3T2,3,21
SPROD,4968012871.jpg,72,2,1,0,nly jl.dkn,??,??,Unknown,Unknown,Unknown,Unknown,Unknown,A woman is holding a chicken/rooster.,woman,holding,chicken/rooster,,1,FED_20200213b_3T2,4,28
SPROD,5334523454.jpg,120,2,1,0,nktyd,??,??,Unknown,Unknown,Unknown,Unknown,Unknown,A boy is holding a bird in his hands.,boy,holding,bird,hands,1,FED_20200213b_3T2,5,35
SPROD,6552971469.jpg,102,2,1,0,cm;rks sk gk g,choir singing,choir /singing/,2+,"Subject-less Gerund Phrase ""Newspaper Headline Syntax"" Object",NA,0,NA,A choir is singing.,choir,singing,,,1,FED_20200213b_3T2,47,260
SPROD,104669470.jpg,70,2,1,0,w;e wkltn;k ea;;.e,woman ?? ??,woman ?? ??,Unknown,Unknown,0,Incomplete,Incomplete,A woman is carrying a bowl of fruit on her head.,woman,carrying,bowl,fruit/head,1,FED_20200213b_3T2,48,267
SPROD,4986581949.jpg,81,2,1,0,w;e ;m a tral ],woman on train,woman// on train,2+,Noun Phrase,0,NA,0,A woman is sitting on the subway.,woman,sitting,subway,,1,FED_20200213b_3T2,49,274
SPROD,28144507.jpg,96,2,1,0,≥a washom g a wlm,man washing a win,man /washing/ a win,2+,"Subject and Tensed Gerund Verb ""Newspaper Syntax""",0,1,1,A man is washing windows.,man,washing,windows,,1,FED_20200213b_3T2,50,281
SPROD,28144507.jpg,96,2,5,0,a man is wasgiung a window,a man is washing a window,a man /is washing/ a window,2+,Subject and Tensed Gerund Verb Well Formed,1,1,1,A man is washing windows.,man,washing,windows,,5,FED_20191120c_3T2,10,58
SPROD,6094931376.jpg,100,2,5,0,people are hiking on a mountain,people are hiking on a mountain,people /are hiking/ on a mountain,2+,Subject and Tensed Gerund Verb Well Formed,1,1,1,A group of people are hiking (up a mountain/trail).,group,hiking,,mountain/trail,5,FED_20191120c_3T2,11,65
SPROD,3660826540.jpg,99,2,5,0,a l;ittl;e kid is pointing at a bear,alittle kid is pointing at a bear,alittle kid /is pointing/ at a bear,2+,Subject and Tensed Gerund Verb Well Formed,1,1,1,A little boy is pointing at something.,boy,pointing,,something,5,FED_20191120c_3T2,12,72
SPROD,5411504795.jpg,124,2,5,0,a little girl is smelling a flower,a little girl is smelling a flower,a little girl/ is smelling/ a flower,2+,Subject and Tensed Gerund Verb Well Formed,1,1,1,A little girl is smelling a flower.,girl,smelling,flower,,5,FED_20191120c_3T2,13,79
SPROD,23770160.jpg,113,2,5,0,a man is being a nnoyingn,a man is being annoying,a man/ is being/ annoying,2+,Subject and Tensed Gerund Verb Well Formed,1,1,1,A man is playing guitar.,man,playing,guitar,grass/outside,5,FED_20191120c_3T2,39,216
SPROD,4633221176.jpg,110,2,5,0,a aby is crying,a baby is crying,a baby /is crying/,2+,Subject and Tensed Gerund Verb Well Formed,1,1,NA,A baby is crying.,baby,crying,,,5,FED_20191120c_3T2,40,223
SPROD,2763354860.jpg,127,2,5,0,a little girl is rock climbing,a little girl is rock climbing,a little girl /is rock climbing/,2+,Subject and Tensed Gerund Verb Well Formed,1,1,NA,A (young) girl is rock climbing.,girl,rock climbing,,,5,FED_20191120c_3T2,41,230
SPROD,6552971469.jpg,102,2,5,0,a choir is singihng,a choir is singing,a choir/ is singing/,2+,Subject and Tensed Gerund Verb Well Formed,1,1,NA,A choir is singing.,choir,singing,,,5,FED_20191120c_3T2,42,237
SPROD,6053720349.jpg,11,1,12,0,THE BABY ISTYPING,the baby is typing,the baby/ is typing/,2+,Subject and Tensed Gerund Verb Well Formed,1,1,NA,A baby is sitting in a suitcase.,baby,sitting,,suitcase/luggage,1,FED_20200205c_3T2,18,86
SPROD,3677329561.jpg,27,1,12,0,GIRLS ARE WASHING DOG,girls are washing dog,girls /are washing/ dog,2+,"Subject and Tensed Gerund Verb ""Newspaper Syntax""",1,1,0,Two girls are washing a dog.,girls,washing,dog,outside,1,FED_20200205c_3T2,19,93
SPROD,4607606901.jpg,3,1,12,0,GIRL IS PETTING KANGAROO,girl is petting kangaroo,girl /is petting/ kangaroo,2+,"Subject and Tensed Gerund Verb ""Newspaper Syntax""",0,1,0,A (young) girl is petting a deer.,girl,petting,deer,,1,FED_20200205c_3T2,20,100
SPROD,4387675829.jpg,14,1,12,0,BABY IS PLAYING WITH TOY TRAINS,baby is playing with toy trains,baby/ is playing/ with toy trains,2+,"Subject and Tensed Gerund Verb ""Newspaper Syntax""",0,1,1,A girl is playing with a toy train.,girls,playing,,toy train,1,FED_20200205c_3T2,21,107
SPROD,5543900069.jpg,40,1,12,0,WOMAN IS DRYIGH HAR,woman is drying hair,woman /is drying/ hair,2+,"Subject and Tensed Gerund Verb ""Newspaper Syntax""",0,1,0,A woman is blowdrying her hair.,woman,blowdrying,hair,,1,FED_20200205c_3T2,31,188
SPROD,7819772858.jpg,52,1,12,0,MAN IS SURFING,man is surfing,man/ is surfing/,2+,"Subject and Tensed Gerund Verb ""Newspaper Syntax""",0,1,NA,A man is surfing.,man,surfing,,wave/surfboard,1,FED_20200205c_3T2,32,195
SPROD,6882674785.jpg,20,1,12,0,GIRL IS BLOWING BUBBLES,girl is blowing bubbles,girl/ is blowing/ bubbles,2+,"Subject and Tensed Gerund Verb ""Newspaper Syntax""",0,1,1,A little girl is blowing bubbles.,girl,blowing,bubbles,,1,FED_20200205c_3T2,33,202
SPROD,55903788.jpg,2,1,12,0,WOMAN IS HELPING A FRIEND CBRUSH HAIR,woman is helping a friend brush hair,woman /is helping/ a friend brush hair,2+,"Subject and Tensed Gerund Verb ""Newspaper Syntax""",0,1,0,A woman brushes another woman's hair.,woman,brushes,hair,woman,1,FED_20200205c_3T2,34,209
